,Unnamed: 0,nama,komentar,rating,kelas,Unnamed: 0.1
49,49.0,Rizki,"dikerjain waktu pengiriman gosend, awalnya bilang dikirim sebelum jam 12, tapi ga dikirim juga, saya minta buat kirim besok sekalian karena harus pergi lalu diiyakan, say... ",3,Biasa,
50,50.0,C***i,"barang pas sampe bergaris² kayanya ketumpuk paketnya krg bagus packingnya biasanya kl dr marketplace lain stlh dbuble wrap tebel masukin lg ke dus packing , alhasil dkomp... ",3,Biasa,
51,51.0,muhammad,kurang informatif,3,Biasa,
52,52.0,A***o,"secara fungsi kurang bagus, ternyata bukan fungsi laptop, hanya netbook, akibat minimnya informasi awal",3,Biasa,
53,53.0,Dionsius,sy kira os ny windows rupanya os android,3,Biasa,
54,54.0,Saeful,"semuanya oke kecuali mouse ngga sesuai deskripsi, ngga ada respon juga pas mau tuker",3,Biasa,
55,55.0,K***n,Disarankan penjual order pakai packing kayu dan udah sy order TAPI datang malah cuma dikasih buble wrap hitam tipis👎,2,Buruk,
56,56.0,Yayuk,"Hanya bisa buat zoom, Microsoft office word dan Excel tidak ada, mau download ada yang bisa dan ada yang tidak bisa.",2,Buruk,
57,57.0,A***n,pelayan sangat buruk 👎,1,Sangat-buruk,
58,58.0,siska,"Kirain laptop, ini android seperti laptop Jadi untuk basic Excel dan Word susah gak bisa, Keterangan nya kurang informatif",1,Sangat-buruk,
59,59.0,d***y,rusak di dalam 24jam,1,Sangat-buruk,
60,60.0,wiryono,"Pelayanan admin nya tidak ramah, saya diminta bayaran tambahan 60k untuk packing kayu karna kalo gak ditambah 60k barang ga bisa dikirim. ternyata pas sampai barangnya ti... ",1,Sangat-buruk,
61,61.0,Georg,,1,Sangat-buruk,
62,62.0,Liza,,1,Sangat-buruk,
63,63.0,Fanky,ada bunyi2 di harddisknya..,3,Biasa,
64,64.0,Early,"Kacoooo, udh kena ongkir di toped, pas dikirim malah diminta ongkir lagi sm kurir toko 100rb!!!",3,Biasa,
65,65.0,Nia,Pengiriman sangat sangat Lama. percuma pakai kurir SAMEDAY. masukan aja jangan beli ditoko ini. mendingan yg lain,1,Sangat-buruk,
66,66.0,C***a,"Sudah Request 3x untuk Faktur Pajak tapi di Ignore oleh seller. Sebelum beli sudah di chat dluan apakah bisa atau tidak, dan di confirm bisa. Tolong Itikad baik nya.",1,Sangat-buruk,
67,67.0,Jay,"Bundling mousenya gak sesuai merk yg tertulis, selebihnya mantab",4,Baik,
68,68.0,Asep,Barang OK tapi packing KURANG ok,4,Baik,
69,69.0,robby,"Agak nyesal sih, karena waktu barang sudah sampai harga turun 200rb",4,Baik,
70,70.0,S***l,baru sadar ternyata laptopnya lebar banget btw semuanya bagus dan gak ngeh juga ternyata gak disediain tas,4,Baik,
71,71.0,Gunawan,"sedikit masukan,karena masuk musim hujan kalo bisa di lapisi pastik biar tidak basa kardusnya basah ,untungnya laptopnya kondisi baik,",4,Baik,
72,72.0,yoga,Kualitas barang sesuai dengan pesanan namun estimasi pengirimannya tidak sesuai,4,Baik,
73,73.0,ihza,"produk ok pengiriman aman, tapi di bagian yg di bilang layar sentuh sedikit misleading",4,Baik,
74,74.0,J***k,Harga murah dan rekomendasi buat laptop low budget spek tinggi,4,Baik,
75,75.0,I***k,"Mantap, cepet dan sangat menolong pelayanannya, sukses selalu gan 🙏👏👏",4,Baik,
76,76.0,Donny,"Dapet barang cacat produksi dibagian layar, sering flicker / kedap-kedip. Komplain seminggu setelah barang diterima (22 Februari 2023) karna baru ketauan. Ditanya baik-b... ",3,Biasa,
77,77.0,Wilson,Beberapa barang bermasalah. Keyboard ada yg mati setelah dipakai 2 bulanan. Ada yg trackpadnya tdk sensitif dan bisa lompat2.,2,Buruk,
78,78.0,Arif,"Touchpad laptop kalo disentuh terjadi shaking. bisa diatasi sih pake mouse external, cuma ya produk sedikit cacat.",2,Buruk,
79,79.0,V***a,staff atau karyawan ditoko gudang operasionalnya ITC ROXY MAS kurang komunikatif dan belum bisa .mentreatment customer dengan sopan dan ramah. pengiriman barang dari guda... ,2,Buruk,
80,80.0,Edy,Kualitas barang bermasalah,1,Sangat-buruk,
81,81.0,IQBAL,janjinya mouse Logitech tapi yg dikirim HP. males belanja disini lagi.,1,Sangat-buruk,
82,82.0,anggi,"Kualitas barang bermasalah, Pelayanan penjual kurang, Kemasan tidak aman",1,Sangat-buruk,
83,83.0,S***o,beli barang mahal jangan pakai kurir. eh malah di hilangkan .. gagal deh,1,Sangat-buruk,
84,84.0,Ahmad,"Packing bagus, aman sampai tujuan, sempat ada kendala di pengiriman barang dimana sudah berhari-hari orderan barang tidak dikirim oleh pihak ekspedisi. ketika nanya ke Seller bilangnya harap sabar, masalahnya laptop harga 9jtan terakhir dipickup sama kurir trs barang gak ada proses pengiriman berhari-hari. sempat was-was takut ilang mana orderan orang lain. tapi Alhamdulillah selamat sampai tujuan. SARAN saya untuk SELLER kalau memang ada kendala dipengiriman bantu Buyer untuk menyelesaikan masalah jangan lepas tanggung jawab, bantu selagi masih bisa.",4,Baik,
85,85.0,M***r,tombol shift tidak berfungsi. terpaksa bawa ke service center,1,Sangat-buruk,
86,86.0,I***l,charger laptop tidak berfungsi. Tidak bisa mengisi daya.,1,Sangat-buruk,
87,87.0,Riswanda,pengiriman melewati waktu seharusnya sampai tapi barang aman,4,Baik,
88,88.0,GMS,Barang sudh sampe,4,Baik,
89,89.0,F***a,"Sangat puas, sesuai dengan spesifikasi, bonusnya lengkap, mantap. Laptop langsung dipakai ngedit 👍🏼. Cuman mesti dicatat bahwa laptop ini berbahan metal, jadi kalau lis... ",4,Baik,
90,90.0,Rudy,"Barang Overal tidak ada masalah dan Ori, cuma pengiriman agak lama karena ekspedisi yang dipakai.. Untuk kualitas sih sedikit kecewa karena keliatan tidak di QC oleh piha... ",4,Baik,
91,91.0,S***n,"Paket sampai dengan aman, sampai saat ini belum ada kendala, sayang ga dapat SSD Samsung",4,Baik,
92,92.0,rizki,"overall, cukup puas. cuma sayang packaging nya cuma pakai bubble wrap. sampai saat diterima sih aman. moga2 ga ada masalah di internalnya ke depan. Bonus tas laptop saja.",4,Baik,
93,93.0,A***i,"unit sesuai dgn yg ada di foto, original, delivery by gojeg cepat, tks",4,Baik,
94,94.0,Mohamad,barang bagus. fastrapon. pngiriman cepet. cuma kurang bonusnya aja yg gda. ktnya kosong dari acernya,4,Baik,
95,95.0,Jersy,"oke, barang segel dan sesuai.",4,Baik,
96,96.0,Muhammad,"Seller responsif, pengiriman cepat, laptop sementara berfungsi normal, cuma sayang g dapet ssd samsung...",4,Baik,
97,97.0,Ryal,"respon seller cepat, tapi ketika minta free bublewarp tidak ti tanggapi, sayangnya dapet ssd merk micron, kecepatan standar, ga seperti ssd merk samsung yang lebih cepat.",4,Baik,
98,98.0,K***a,"tidak dapat yg terbaik ssd-nya tapi gapapa bukan rezeki namanya adminnya ada yg ramah banget, ada yg lumayan jutek🙏🏻 Pengirimannya agak mepet ya🙏🏻 At last terimakas... ",4,Baik,
99,99.0,Jordhy,"Barangnya sesuai iklan dan tiba sesuai estimasi, cuma sayangnya sering ngefreeze dan shutdown tiba-tiba",4,Baik,
100,100.0,Atikah,untuk produk: 1. trackpad miring sebelah meskipun tetap berfungsi dgn baik kata tokonya sih emang modelnya 2. SSD kenceng pol tapi kek gacha kalo hoki dapet yang samsung... ,4,Baik,
101,101.0,A***d,"sengaja mesen buble warp 3 lembar, paket malah dibungkus pake trash bag, ga ada buble warp sama sekalipun 🤣 edited: overall semuanya bagus ga kecewa cuma kendala di bubl... ",4,Baik,
102,102.0,Teguh,"Produk oke, respon seller jg cepat.. cm sayang request nota toko tdk bisa, why ???",3,Biasa,
103,103.0,S***a,"Agak disesalkan, mengincar laptop ini karena kelebihannya di SSD, kecepatan ssd tidak seperti PCIe gen 4. Padahal konsumen yg lain dapat merk samsung. Tapi malah dapet y... ",3,Biasa,
104,104.0,Bondan,"saya kasih bintang 3, packaging kurang safety tidak ada stiker fragile atau pecah belah dan hnya buble wrap tipis. tertolong laptop nya kondisi nyala. semoga tidak ada... ",3,Biasa,
105,105.0,M***y,Toko respon dan sangat gercep. Cuma saat saya tanya ada slot kosong utk ssd katanya ada tipenya M2 NVME. Pas mau dipasang di acer center ternyata TDK ADA SLOT KOSONG... b... ,1,Sangat-buruk,
106,106.0,J***r,"Respon sellernya sih cepet, tapi barangnya mengecewakan. Trackpad tinggi sebelah.. menyisakan rongga antara body dengan trackpad",1,Sangat-buruk,
107,107.0,Rio,"barang sdh diterima dengan baik, tpi laptop yg dikirim bermasalah kita sebagai konsumen sangat dirugikan, penjual tidak mengecek sebelum dikirim, pas sampai ditangan kon... ",1,Sangat-buruk,
108,108.0,Dimas,terima kasih gan barang sudah mendarat dengan selamat 👍🏻👍🏻 ada beberapa dent yang seperti nya bekas jatuh dan juga ada keyboard yang coak seperti kena rokok.,4,Baik,
109,109.0,Segar,"baterainya boros, dan touchpad sering geser sendiri ketika disentuh",4,Baik,
110,110.0,topas,"Puas, barusan barang tiba dan sedang disedang digunakan. Tapi perlu cek beberapa hari ini semoga tetap lancar..",4,Baik,
111,111.0,Bahtiar,"Meskipun mundur sehari dari jadwal semula namun tidak apa-apa, aplikasi dan driver masih versi lama, sedang diupgrade sendiri, bintang 4 cukup ya 🙏🏾👍",4,Baik,
112,112.0,Bobby,"packing memuaskan rapih dan aman, untuk semuanya tidak ada komplain saya suka mantap min 👍🏼",4,Baik,
113,113.0,Jambu,Kaca kamera ga ada Selebihnya insyaallah aman,4,Baik,
114,114.0,S***h,kondisi fisik baik,4,Baik,
115,115.0,A***s,"Barang yg dikirim kurang sip,bagian lcd kebuka dan tidak bisa nutup rapet,,stiker thinkpad bagian dalam tidak ada,,penjual responya bagus,,",4,Baik,
116,116.0,Yuda,"okey, batrainya bertahan 2jam",4,Baik,
117,117.0,I***n,"Puas, seller sangat membantu .",4,Baik,
118,118.0,Rudisanusi,batre nya cuman kuat 1jam yg lain nya sih lancar,4,Baik,
119,119.0,S***n,"barang sesuai, semoga awet.",4,Baik,
120,120.0,Aldino,barang sudah diterima dengan baik hanya kondisi fisiknya saja yang kurang. terimakasih,4,Baik,
121,121.0,Ridwan,"kerennn banget laptopnya, penjualnya juga bagus ramah, santun, & sabar melayani. Setelah laptop datang, Auto langsung saya pakai buat Programing & coding 🤩 Nam... ",4,Baik,
122,122.0,Hai,"datengnya ke Semarang cepet sih 2 hari doang, barangnya mulus, ternyata udah backlit keyboard, bisa scroll 2 jari, layarnya bukan pake TN paketnya IPS keren sih jadi mau... ",4,Baik,
123,123.0,v***a,keyboard nya banyak yang ketukar😭 harus ditempel bagian keyboardnya,4,Baik,
124,124.0,AFIF,"Barang bagus, masih mulus walaupun bekas. booting cepet pake SSD storage",4,Baik,
125,125.0,Tommy,Barangnya dalam kondisi baik,4,Baik,
126,126.0,Dinta,"Jangan memiliki ekspektasi tinggi, biasa saja ekspektasinya, namanya juga laptop second (mungkin) eks luar negeri... khawatir kecewa...",4,Baik,
127,127.0,T***h,performanya mantap.,4,Baik,
128,128.0,E***n,barang mulus 95% semua sesuai deskripsi. seller responsif. recommended.,4,Baik,
129,129.0,Adie,"Barangnya bagus, respon penjual cepat. Semoga barangnya awet. Terimakasih.",4,Baik,
130,130.0,Luthfi,"Pengiriman cepat, packing mantap, dapet bonus mouse lagi.. Cuma sayangnya bukan tas selempang hehe. Semoga aman2 aja kedepannya dan awet. Edit: ternyata mikrofon gk ja... ",4,Baik,
131,131.0,Y***a,,4,Baik,
132,132.0,A***n,"Packing aman, bagus. Pengiriman hampir 2 minggu, biasanya dengan JNE truk maksimal 1 minggu (sudah lebih dari estimasi di toped sendiri. Pilihan warna tidak disediakan, p... ",3,Biasa,
133,133.0,Dicky,"ada lecet bagian bawah melingkar, semoga laptopnya aman",3,Biasa,
134,134.0,M***d,"Barangnya bagus kualitas hardwarenya juga, tapi yang jadi masalah adalah OSnya windows 11, seandainya OS bawaannya adalah windows 10 ini bisa lebih baik lagi soalnya seri... ",3,Biasa,
135,135.0,K***n,"Pengiriman cepat dan paket aman. Tetapi pas buka, segel kotak telah terbuka. Takut juga kalau ada apa”.. Selebihnya bagus dan MS Office aktif. Semoga awet dan admin dapat... ",3,Biasa,
136,136.0,G***n,"segel sudah terbuka, ada satu huruf keyboard yang bunyi2 ketika ditekan. sudah terlanjur aktivasi office, terima kasih",3,Biasa,
137,137.0,Siti,Order biru nyampe silver. Yoweslah.,3,Biasa,
138,138.0,amirul,"admin tdk ramah, bintang 1,",1,Sangat-buruk,
139,139.0,a***g,"Pesanan gagal dikirimkan, sudah komplain, selesai pusat resolusi tapi sampai saat ini belum ada refund, dr tgl pembelian sudah terhitung 15 hari.. parah sih pelayanan Tok... ",1,Sangat-buruk,
140,140.0,I,"Awalnya sempet ragu karena ada beberapa review yang bilang chargernya rusak. Tapi tetep coba beli dan pas sampe bener aja chargernya gabisa dipake, pas konsultasi malah l... ",1,Sangat-buruk,
141,141.0,Iman,casan rusak ga bisa dituker. harus nuker sendiri,1,Sangat-buruk,
142,142.0,kirana,pelayanan sangat buruk laptop datang dlam keadaan layar bengkok/ tidak rapat ketika ditutup ngajuin komplain malah ngebantah dan tidak bertanggung jawab padahal jelas&#34... ,1,Sangat-buruk,
143,143.0,Muhammad,,1,Sangat-buruk,
144,144.0,M***d,,1,Sangat-buruk,
145,145.0,M***d,,1,Sangat-buruk,
146,146.0,fania,lagi melakukan kegiatan download2 tiba tiba layarnya mati sendiri trus nyala sendiri. kenapa kah itu? msndadak banget bkin kaget. pdhl kondisi aman ga ku apa apain. tpi makasih saya ckup puas.,4,Baik,
147,147.0,P***a,maaf min masalah nya dari Mimin udah aman tapi dari jasa pengiriman kayak orang Dadan lama banget kalo bisa ilangin aja min jasa same day yang antaraja:),4,Baik,
148,148.0,sapto,K = Lumayan P = Bagus T = Keren S = Sesuai G = Ada Sayang Cepat Panas Touchpadnya Berisik Bonusnya Tas 😀😀😄😄 Smoga Awet Buat Tempur Kerja,4,,
149,149.0,Fadllyh,"Layar full HD. Kenceng buat gaming 👍. Desainnya keren. tapi sayangnya laptop cepet panas, baru di pakai 30 menitan udah panas banget",4,,
150,150.0,eddy,"sesuai harapan dan pengiriman tepat waktu, kekurangan packingan nya hanya buble 1 layer tanpa pakai pelindung lain nya",4,,
151,151.0,Joko,Packingan nya tidak safety banget.. hanya 1 lapisan dibagian luar saja. Untung saja laptop nya aman2 saja,4,,
152,152.0,Mihma,Desainnya keren. Layar full HD. Gampang dibawa-bawa.,4,,
153,153.0,Rega,"saya kecewa dengan packing nya, yg tidak sesuai SOP dari kurir yg cuma pake satu lapis buble warp. untuk laptop Alhamdulillah sesuai dengan spek yg ditawarkan",4,,
154,154.0,Shidiq,cepat panas Wei gila nih laptop selain bisa dipakai buat ngetik juga bisa dipakai buat setrikaan,3,,
155,155.0,y***a,"adminnya cuek, overall bagus sih",3,,
156,156.0,arin,"mengecewakan sebenernya, free upgrade nya tolong di hapus klo sudah habis promonya, kaya ketipu jadinya, sekelas official store lo ini",2,,
157,157.0,B***s,"Toko yang menyulitkan pelanggan! pembayaran via CC dikenakan charge 3% yang sangat tidak masuk akal. Apabila beli di toko namun settlement di tokped, dipaksa memilih pe... ",1,,
158,158.0,W***i,"berat setelah ditimbang hanya 3,9 kg, dengan packing kardus. tapi di deskripsi dituliskan 12 kg. pengiriman ke riau. alhasil, kena biaya kirim 400rb an.",1,,
159,159.0,B***o,"admin kurang soal pengetahuan laptop, admin kurang responsif, barang baru sampai keyboard tidak berfungsi bahkan on screen keyboard gabisa, tolong berhati2 membeli barang",1,,
160,160.0,Y***B,"Pelayanan Tokonya baik tapi Laptop cepat Panas, saat Idle temperature bisa 73 C (nggak di pakai apa2, cuman browsing). pas di pegang di atas keyboardnya panas banget. Moh... ",1,,
161,161.0,Andy,"sesuai deskripsi, sayangnya di foto ada gratis mouse sama tas nya yg datang hanya tas nya",4,Baik,
162,162.0,N***l,"barang bagus, harga termasuk ok. sayang pengirimannya lama",4,Baik,
163,163.0,Ike,"Barang ok, seller secara umum responsif, kekurangan produk yg dikomitkan Alhamdulillah dikirim, semoga bisa lebih teliti lagi dg komitmen dan pengiriman produk, tks seller",4,Baik,
164,164.0,E***a,Barangnya overall bagus cuma gak bisa konek pakai earphone. Udah tanya ke seller cuma jawabannya kurang memuaskan,3,Biasa,
165,165.0,f***y,pemakaian belum 1 bulan tapi layar redup sendiri,1,Sangat-buruk,
166,0.0,M***d,"Fast respon dan barang bnib, sy sdh beberapakali belanja di toko ini dan tidak pernah mengecewakan",5,Sangat-baik,
167,1.0,Yovinus,"Mantap Jiwa deh pokoknya, aktif ngebalas, dan sellernya ramah",5,Sangat-baik,
168,2.0,A***i,best cepet banget pesen jam 1 sore jam 5 sampe,5,Sangat-baik,
169,3.0,E***h,barangnya okee pengiriman jg cepat krn pake instant. sayangnya segel box laptop udah kekupas sedikit dan box penyok (bukan kesalahan kurir) garansi di website apple sisa... ,5,Sangat-baik,
170,4.0,Anessa,"mantulll... pengiriman cepat, ke papua kurang dari 1 minggu. barang aman meski cuma pake bubble wrap. barang ori. chat seller responsif. recomended seller 👍",5,Sangat-baik,
171,5.0,M***z,"seller fast respond, macbook nya garansi blm jalan packingnya jg aman karna pake packing kayu",5,Sangat-baik,
172,6.0,R***d,Brg sesuai pesanan 👍🏼,5,Sangat-baik,
173,7.0,H***z,Barang baru sesuai dengan informasi,5,Sangat-baik,
174,8.0,Young,Bagus banget udah 2 buln di pakai gada kendala,5,Sangat-baik,
175,9.0,H***i,"seller sangat responsif saat ada pertanyaan merupakan nilai plus. Barang mulus, cycle count baru 6 dan masih dapat garansi sampai oktober 2023",5,Sangat-baik,
176,10.0,ALI,Black peel nya macam di tempel balik hmmmm. Produk minta yg garansi blm aktif tp dikirim yg sudah aktif. Untung produk ok,4,Baik,
177,11.0,B***n,Bagus aja,4,Baik,
178,12.0,Nurdin,"Barangnya oke, asli apple MacBook, dicek garansi sesuai tanggal beli, hanya saja pengiriman kurang komunikatif adminnya dan driver grab instannya ganti2 terus sampai beso... ",4,Baik,
179,13.0,Ayu,"Sesuai deskripsi, terimakasih bonusnya",4,Baik,
180,14.0,J***n,"barang sangat bagus, cs juga responsif nanya apa dijawab, cm sebelum membeli saya nanya bonus hardcasenya ada ga, ktnya ada tp ketika sampai cm keyboard cover aja. overal... ",4,Baik,
181,15.0,Shellshark,barang sesuai pesanan dan packing bagus,4,Baik,
182,16.0,Ahmad,"pas pesen, tulisan di etalase nya available yang warna Gold, jadi pesan yang itu. tapi setelah check out, di chat kalo ternyata stock nya ngga ada. jadi diganti ke warna... ",4,Baik,
183,17.0,A***a,"walaupun kardus nya penyok dari bawaan tokonya, lumayan lah :) barang oke aman.",4,Baik,
184,18.0,E***a,"Barang bagus. Hanya, seller tidak memasang sign fragile di paket, sehingga kurir main lempar dan main ninggalin barang di gerbang tanpa ada konfirmasi, dikiranya batu bat... ",4,Baik,
185,19.0,Cokorda,Baru kali ini beli laptop dan mahal secra online tp bener2 g diragukan toko ini Penjualnya sabaar bener sm pembeli yg awam ini,4,Baik,
186,20.0,Mrz,1. Box tetap penyok seperti ulasan pembeli yg lain pdhl udah ikutin instruksi 2. Ada tanda seru kuning di website cek serial numbernya (katanya sih gak masalah) 3. Ini si... ,3,Biasa,
187,21.0,y***o,"Bonusnya belum dikirim,",3,Biasa,
188,22.0,Bimo,,3,Biasa,
189,23.0,d***d,Komputer tidak orisinil. Komputer sudah aktif saat saya terima paketnya. Setelah dipakai seminggu sering panas dan macet. Kualitas komputernya sangat jelek!Sikap penjual... ,1,Sangat-buruk,
190,0.0,j***f,Barang Ok.. BNIB Packing bubble warp tebal.. Seller responsive.. Kirim pakai JNE lambat.. 5 hari muter2 di jakarta terus barangnya..,5,Sangat-baik,0.0
191,1.0,Tiee,Barang mulus dan baik min. Cepat hari itu juga sampai. Terbaek,5,Sangat-baik,1.0
192,2.0,k***a,trusted,5,Sangat-baik,2.0
193,3.0,Arif,wih barang nya udh sampai cepat,5,Sangat-baik,3.0
194,4.0,Shanty,"Pertama beli iphone disini, trus skg macbook air M1. Happy dan puas bgt. Barang asli ibox, packaging rapi, bubble wrap extra, pengiriman ke Bali cepet dan aman. Admin ger... ",5,Sangat-baik,4.0
195,5.0,E,"toko reckomen,, CS ramah 🙏 laptopnya seperti yg di harapkan.. terima kasih semoga awet..",5,Sangat-baik,5.0
196,6.0,Mohammad,"Respon oke barang baru, cuman kalo mw di install free office nya sensasi unboxing nya hilang 🤣 overall bagus rec seller",5,Sangat-baik,6.0
197,7.0,S***f,"Seller respon cepat bosku, barang ori langsung cek out bosku",5,Sangat-baik,7.0
198,8.0,E***n,"service nya sangat cepat dan memuaskan, dikasi bonus mouse lagi… thanks ya",5,Sangat-baik,8.0
199,9.0,E***i,Mantab,5,Sangat-baik,9.0
200,40.0,D***y,"Admin fast respon kalau mau membeli, setelah membeli agak slow respon. Meminta admin untuk instal office, tetapi ada kendala untuk pswd macbook nya krn berbeda dgn yg dik... ",4,Baik,10.0
201,41.0,Gifari,"Mantapp langsung beli pakai kurir instan, semuanya mulus dan ori ofc. Admin tokpednya jawabnya gece. Tapi kurangnya cuma di warrantynya aja ko udh jalan dari september ya... ",4,Baik,11.0
202,42.0,Louis,"sempet dag dig dug soalnya 3 hari ga gerak barangnya waktu datang ternyata ga di packing kayu jd makin was2 setelah dibuka ada penyok di sudut box, haduhh..moga barang gp... ",4,Baik,12.0
203,43.0,David,"Packaging baik, respon seller saat berjualan jg baik. Sedikit kecewa dengan pengiriman, dimana diproses baru jam 5 sore, sudah diinfo dari awal kalau kantor tutup jam 5.... ",4,Baik,13.0
